candidate,instance,step,x
19,15,4,15.63
19,16,3,16.5
19,16,4,16.63
19,17,3,17.5
19,17,4,17.63
19,17,5,17.75
19,19,3,19.5
19,19,4,19.63
19,20,2,20.38
19,20,3,20.5
19,22,3,22.5
19,23,3,23.5
19,26,3,26.5
19,26,4,26.63
19,27,3,27.5
19,28,3,28.5
19,29,3,29.5
19,30,0,30.13
19,30,3,30.5
19,31,3,31.5
19,31,4,31.63
19,32,3,32.5
19,32,4,32.63
19,32,5,32.75
19,32,6,32.88
19,33,3,33.5
19,34,2,34.38
19,34,3,34.5
19,35,4,35.63
19,36,3,36.5
19,37,3,37.5
19,37,4,37.63
19,37,5,37.75
19,38,3,38.5
19,38,4,38.63
19,38,5,38.75
19,39,3,39.5
19,39,4,39.63
19,39,5,39.75
19,39,6,39.88
19,40,3,40.5
19,41,3,41.5
19,42,3,42.5
20,0,4,0.63
20,0,5,0.75
20,0,6,0.88
20,1,1,1.25
20,2,4,2.63
20,5,4,5.63
20,5,5,5.75
20,5,6,5.88
20,6,4,6.63
20,6,5,6.75
20,6,6,6.88
20,7,4,7.63
20,7,5,7.75
20,7,6,7.88
20,8,1,8.25
20,9,4,9.63
20,9,5,9.75
20,9,6,9.88
20,12,1,12.25
20,13,4,13.63
20,13,5,13.75
20,13,6,13.88
20,14,4,14.63
20,14,5,14.75
20,14,6,14.88
20,17,4,17.63
20,17,5,17.75
20,17,6,17.88
20,18,3,18.5
20,18,4,18.63
20,19,0,19.13
20,19,1,19.25
20,21,4,21.63
20,21,5,21.75
20,21,6,21.88
20,23,0,23.13
20,23,4,23.63
20,23,6,23.88
20,24,4,24.63
20,24,5,24.75
20,25,4,25.63
20,26,4,26.63
20,28,4,28.63
20,31,4,31.63
20,33,4,33.63
20,33,5,33.75
20,33,6,33.88
20,35,4,35.63
20,36,4,36.63
20,37,4,37.63
20,37,5,37.75
20,38,4,38.63
20,38,5,38.75
20,39,4,39.63
20,39,5,39.75
20,39,6,39.88
20,40,4,40.63
20,41,4,41.63
20,43,4,43.63
21,1,3,1.5
21,3,3,3.5
21,5,3,5.5
21,5,4,5.63
21,5,5,5.75
21,5,6,5.88
21,9,3,9.5
21,9,4,9.63
21,9,5,9.75
21,11,3,11.5
21,13,3,13.5
21,13,4,13.63
21,13,5,13.75
21,13,6,13.88
21,14,3,14.5
21,14,4,14.63
21,14,5,14.75
21,14,6,14.88
21,15,3,15.5
21,15,4,15.63
21,16,3,16.5
21,17,3,17.5
21,17,4,17.63
21,17,5,17.75
21,17,6,17.88
21,19,3,19.5
21,19,4,19.63
21,20,3,20.5
21,21,3,21.5
21,21,4,21.63
21,21,5,21.75
21,21,6,21.88
21,22,3,22.5
21,23,4,23.63
21,26,3,26.5
21,26,4,26.63
21,27,3,27.5
21,28,3,28.5
21,29,3,29.5
21,30,0,30.13
21,30,3,30.5
21,30,4,30.63
21,34,3,34.5
21,36,3,36.5
21,36,4,36.63
21,36,5,36.75
21,36,6,36.88
21,38,3,38.5
21,38,4,38.63
21,38,5,38.75
21,38,6,38.88
21,42,3,42.5
21,43,3,43.5
21,43,4,43.63
21,43,5,43.75
21,43,6,43.88
22,0,1,0.25
22,0,2,0.38
22,0,3,0.5
22,2,1,2.25
22,2,2,2.38
22,5,1,5.25
22,5,2,5.38
22,5,3,5.5
22,5,4,5.63
22,7,1,7.25
22,7,2,7.38
22,7,3,7.5
22,9,1,9.25
22,9,2,9.38
22,9,3,9.5
22,10,1,10.25
22,14,1,14.25
22,14,2,14.38
22,14,3,14.5
22,15,1,15.25
22,15,2,15.38
22,16,1,16.25
22,17,1,17.25
22,17,2,17.38
22,17,3,17.5
22,17,4,17.63
22,18,1,18.25
22,18,2,18.38
22,21,1,21.25
22,21,2,21.38
22,24,1,24.25
22,24,2,24.38
22,24,3,24.5
22,25,1,25.25
22,25,2,25.38
22,25,3,25.5
22,27,1,27.25
22,31,2,31.38
22,31,3,31.5
22,39,1,39.25
22,39,2,39.38
22,39,3,39.5
22,43,1,43.25
22,43,2,43.38
23,0,2,0.38
23,0,3,0.5
23,0,4,0.63
23,0,5,0.75
23,0,6,0.88
23,2,2,2.38
23,2,3,2.5
23,5,2,5.38
23,5,3,5.5
23,5,4,5.63
23,5,5,5.75
23,5,6,5.88
23,6,2,6.38
23,6,3,6.5
23,6,4,6.63
23,6,5,6.75
23,6,6,6.88
23,7,2,7.38
23,7,3,7.5
23,7,4,7.63
23,7,5,7.75
23,7,6,7.88
23,9,2,9.38
23,9,3,9.5
23,9,4,9.63
23,9,5,9.75
23,14,2,14.38
23,14,3,14.5
23,14,4,14.63
23,14,5,14.75
23,14,6,14.88
23,15,2,15.38
23,15,3,15.5
23,15,4,15.63
23,21,2,21.38
23,21,3,21.5
23,21,4,21.63
23,21,5,21.75
23,21,6,21.88
23,29,2,29.38
23,43,2,43.38
23,43,3,43.5
23,43,4,43.63
23,43,5,43.75
23,43,6,43.88
24,0,4,0.63
24,0,5,0.75
24,0,6,0.88
24,2,4,2.63
24,4,4,4.63
24,5,4,5.63
24,5,5,5.75
24,5,6,5.88
24,6,4,6.63
24,6,5,6.75
24,6,6,6.88
24,7,4,7.63
24,7,5,7.75
24,7,6,7.88
24,8,4,8.63
24,8,5,8.75
24,8,6,8.88
24,9,4,9.63
24,9,5,9.75
24,9,6,9.88
24,14,4,14.63
24,14,5,14.75
24,14,6,14.88
24,17,4,17.63
24,17,5,17.75
24,17,6,17.88
24,21,4,21.63
24,21,5,21.75
24,21,6,21.88
24,23,0,23.13
24,23,6,23.88
24,26,4,26.63
24,26,5,26.75
24,26,6,26.88
24,34,4,34.63
24,37,4,37.63
24,37,5,37.75
24,38,4,38.63
24,38,5,38.75
24,38,6,38.88
24,41,4,41.63
24,41,5,41.75
24,41,6,41.88
24,43,4,43.63
